name,affiliations,last_5_year_total,first_author_total,corresponding_author_total,top_total,a_plus_total,a_total,a1_total,a2_total,level_counts_json,paper_links,paper_titles,journals,years,author_roles,is_likely_chinese_name,chinese_name_score,name_filter_reason,review_status
Maohua Cai,Shanghai University; Nantong University; Nanjing Agricultural University; Tsinghua University; University of Hong Kong; Shenzhen Polytechnic University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104910,"Dispatch-sequencing optimization for drone delivery services: Models, properties and cutting planes",TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Meirong Guo,Jiangsu University of Science and Technology; Soochow University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105066,The impact of operator time-of-use electricity pricing strategy intensity on charging station utilization,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Meng Li,Tsinghua University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105702,Leveraging LLMs for cross-city and cross-scenario traffic speed forecasting under abnormal weather conditions,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Mengtong Wang,National University of Singapore; Beijing Jiaotong University; Hefei University of Technology,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103410,Drone routing problem for shore-to-ship delivery services considering non-linear energy consumption,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Mengzhe Zhou,"International Institute of Finance, School of Management, University of Science and Technology of China",1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1080/01605682.2026.2671241,Stockpile agreement and catastrophe insurance strategies for relief organisation: a multi-follower Stackelberg game model,JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Mengzhuo Guo,Sichuan University; Poznań University of Technology,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103570,A progressive preference disaggregation method for temporal multiple criteria ranking problems,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Miaomiao Yu,"Key Laboratory of Advanced Theory and Application in Statistics and Data Science-MOE, and School of Statistics and Academy of Statistics and Interdisciplinary Sciences, East China Normal University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2613448,A communication-efficient distributed algorithm for online monitoring in big data systems,IISE TRANSACTIONS,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Min Zhang,Harbin Institute of Technology; Sichuan University; West China Second University Hospital of Sichuan University,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.dss.2026.114687,Crowdsourced professional signals: How physician-group congruence shapes patient choice on online healthcare platforms,DECISION SUPPORT SYSTEMS,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Ming Chen,Central South University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103538,Conservative or free-riding: Optimal sourcing strategy selection,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Mingmei Li,Singapore University of Technology and Design,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104894,Hub competition and demand modeling in long-haul aviation markets: A forward-looking scenario-based game-theoretical approach,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Naiyu Wang,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103483,Dantzig-Wolfe decomposition and valid inequalities for the vehicle routing problem with time windows and operation synchronization,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Necati Tereyağoğlu,University of South Carolina,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1002/joom.70022,Help or Hindrance? The Role of Familiarity in Product Development Teams,JOURNAL OF OPERATIONS MANAGEMENT,2025,corresponding_author,1,0.8,"chinese_surname,pinyin_given_name_shape,initial_plus_pinyin,person_name_length",needs_review
Ning Guo,"School of Automotive and Transportation Engineering, Hefei University of Technology, Hefei 230009, P.R. China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/trsc.2024.0904,Traffic Dynamics of Vehicles Passing Each Other on Bidirectional Undivided Narrow Roads,TRANSPORTATION SCIENCE,2025,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Ning Luo,"Department of Information Systems, School of Business, Virginia Commonwealth University, Richmond, Virginia 23284",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2023.0480,Token Incentive and Blockchain Developer Contribution,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Ning Xie,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105696,Multimodal traffic network partition under disturbances using a joint spectral approach,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Peng Liu,Beihang University; Hebei Normal University of Science and Technology,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104919,"Incentive-compatible auction mechanisms for crowdshipping: Modeling, solution approach, and systemic impacts",TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,0,0.5,"chinese_surname,person_name_length",needs_review
Peng Wu,Sichuan University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.ijpe.2026.110068,Persuading eco-conscious consumers by disclosing environmental quality information,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,2026,corresponding_author,0,0.5,"chinese_surname,person_name_length",needs_review
Qian Qiu,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105737,How to grade autonomous driving testing scenarios with uncertain V2V interactions? A primitive complexity-based method,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Qian Ye,Beijing Jiaotong University; Ministry of Transport; Southeast University; Xinjiang University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104907,Integrated design of urban rail transit and bike-sharing system considering route choice varieties in a ring-radial hybrid network,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,0,0.5,"chinese_surname,person_name_length",needs_review
Qian-Qian Wang,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105012,Survival of shared (battery) swapping-mode electric vehicle industry: does manufacturer’s attitude matter?,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Qiang Li,"Lazaridis School of Business and Economics, Wilfrid Laurier University, Waterloo, Ontario N2L 3C7, Canada",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/msom.2024.1351,Helping Vulnerable Hospitals: Evidence from a Medical Poverty Alleviation Program,M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Qiang Xie,Tongji University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.ress.2026.112889,Economically driven multi-dimensional strategies for enhancing substation seismic resilience: Integrating machine learning and heuristic optimization algorithms,RELIABILITY ENGINEERING & SYSTEM SAFETY,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Qiang Zhou,Ludong University; Beijing Jiaotong University; Hong Kong Polytechnic University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.ijpe.2026.110067,Multi-agent deep reinforcement learning for ordering and inventory allocation in a decentralized two-echelon dual-channel supply chain,INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Qianni Wang,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103465,A general algorithm for traffic assignment problems with continuously distributed user attributes,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Qichao Liu,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104954,Distributed two-dimension model predictive control for left-turn control of connected and automated vehicle platoons at signalized intersections,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Qingyi Wang,"Business School, Sichuan University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2628668,Self-sustained community emergency preparedness and initial response planning considering volunteer dispatching,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Qinyu (Ryan) Wang,Hong Kong Polytechnic University,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/orsc.2024.18504,Bending Without Breaking: How Chinese Patent Examiners Navigate Value Tensions,ORGANIZATION SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Qiqing Wang,National University of Singapore,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105018,Fostering data collaboration in digital transportation marketplaces: The role of privacy-preserving mechanisms,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Qiu-Hong Wang,"National University of Singapore, Singapore 117417, Singapore",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2022.0136,Living Up to Online Advice: How Health Platforms Influence Physicians’ Offline Practice,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Rong Cao,Nanyang Technological University; University of Hong Kong,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.trc.2026.105756,Causal-aware deep reinforcement learning framework to predictively optimize for-hire vehicle fleet repositioning,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Rong Hu,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103426,How to promote sustainable aviation fuel: Is flexibility beneficial to quota policies?,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Ruiyue Lin,,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103562,Addressing infeasibility in super-efficiency models with non-discretionary inputs and undesirable outputs: A directional distance function approach,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Runfa Wu,,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103446,Joint optimization of seat allocation and pricing with multi-ride season tickets in high-speed railway services,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Runsang Liu,"Complex System Monitoring, Modeling, and Control Laboratory, The Pennsylvania State University",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2632144,Wavelet Gaussian process for multi-scale monitoring of imaging data,IISE TRANSACTIONS,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Sen Hu,Nanjing University of Information Science and Technology; Shenzhen University,1,0,1,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tre.2026.104925,Sourcing from national brand manufacturer or third-party manufacturer: Operational impact of information sharing on a platform-based supply chain,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Sen Li,Hong Kong University of Science and Technology; University of Hong Kong,1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103449,Real-time order dispatch for on-demand food-delivery platforms with a mixed fleet of drones and couriers,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Shaobo Wei,Hefei University of Technology,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2021.0417,Conform or Workaround? A Multilevel Analysis of the Effect of Group Cultural Tightness on Enterprise System Use,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Shengsheng Xiao,"School of Digital Economics, Shanghai University of Finance and Economics, Shanghai 200433, China; and Dishui Lake Advanced Finance Institute, Shanghai University of Finance and Economics, Shanghai 200433, China",1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/isre.2022.0631,Asymmetric and Contingent Value of Crowd Wisdom in Crowdfunding,INFORMATION SYSTEMS RESEARCH,2026,first_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Shenhao Wang,"University of Florida; Zhejiang University; Texas A&M University; University of California, Santa Barbara",1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1016/j.trb.2026.103464,Graph neural networks for residential location choice: Connection to classical logit models,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,2026,corresponding_author,1,0.85,"chinese_surname,pinyin_given_name_shape,chinese_context,person_name_length",needs_review
Shihan Lin,"University of Maryland, College Park",1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.tra.2026.105021,New metrics and estimates of travel time reliability using large passive datasets,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Shiming Chen,Northeastern University,1,1,0,0,0,0,0,1,"{""A2"": 1}",https://doi.org/10.1016/j.omega.2026.103563,A Branch-and-Price algorithm for divisional seru scheduling problem considering skill matching on operation assignment,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2026,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Shiming Deng,"School of Management, Huazhong University of Science and Technology",1,0,1,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1080/24725854.2026.2628709,Dynamic and static item allocation for the in-store front warehouses,IISE TRANSACTIONS,2026,corresponding_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
Shiteng Zheng,Beijing Jiaotong University,1,1,0,0,0,0,1,0,"{""A1"": 1}",https://doi.org/10.1287/trsc.2023.0377,Oscillation Growth in Mixed Traffic of Human-Driven and Automated Vehicles in Both Experimental Study and Simulation,TRANSPORTATION SCIENCE,2025,first_author,1,0.7,"chinese_surname,pinyin_given_name_shape,person_name_length",needs_review
